region,cape_j_kg,lifted_index,precipitable_water_mm,wind_shear_0_6km_kts,rh_850hpa_pct,temp_anomaly_c,radar_reflectivity_dbz,rain_rate_mm_hr,rainfall_3h_accum_mm,cloud_top_temp_c,pressure_trend_3h_hpa,wind_gust_kmh,surface_temp_c,layer1_synoptic_instability,layer2_mesoscale_trigger,composite_risk_score,hazard_type
South (Chennai / Bengaluru / Hyderabad / Kochi),58.0,5.41,66.1,43.1,77.5,2.14,7.2,0.6,1.1,-30.3,-1.13,26.3,26.0,34.5,12.8,19.3,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1842.7,1.97,37.7,6.1,92.3,1.48,18.8,11.2,24.9,9.6,-3.42,27.4,29.9,40.3,21.3,27.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),407.5,7.85,30.4,14.1,78.8,1.13,29.6,3.5,8.5,-38.6,2.59,45.8,46.4,19.4,30.5,27.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),810.9,4.4,38.7,9.8,91.4,-2.18,26.9,0.7,1.1,-34.1,-0.42,10.0,23.7,23.5,22.8,23.0,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2217.3,3.45,26.5,38.3,91.4,0.21,48.7,18.3,27.4,-64.0,-2.59,57.0,34.1,47.7,53.1,51.5,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),2154.9,2.57,37.2,8.0,71.9,4.7,22.6,9.9,22.3,-65.9,-3.71,10.8,29.2,39.9,36.4,37.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3168.4,-0.46,20.3,21.4,47.7,1.58,43.4,1.0,1.6,-77.5,-1.66,19.2,27.5,51.8,42.5,45.3,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),3808.2,-2.39,30.3,46.8,68.0,3.07,44.4,0.4,0.6,-56.1,0.17,47.3,36.9,77.3,37.5,49.5,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),4800.0,-2.66,18.4,17.1,68.3,4.92,38.3,11.3,23.2,-70.8,-2.38,60.0,18.2,73.9,45.0,53.7,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1011.6,3.03,58.9,22.6,83.1,-2.09,7.0,1.1,2.8,-14.6,0.09,12.2,28.4,39.2,7.2,16.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),850.7,3.83,43.6,9.0,58.1,6.22,23.7,8.2,11.9,-15.0,-0.99,13.9,31.5,26.7,20.3,22.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1685.2,3.42,68.3,20.1,71.3,2.64,39.0,6.1,13.4,-35.3,0.94,18.0,36.6,44.7,30.4,34.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),447.9,4.82,57.5,13.0,91.9,3.06,12.8,1.6,3.4,-22.2,-3.36,28.7,33.4,27.5,22.4,23.9,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1100.3,3.33,58.9,19.3,57.3,-0.97,21.8,15.1,34.2,-19.7,-3.8,30.6,42.3,39.7,29.1,32.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1429.1,2.77,40.0,62.4,77.2,2.09,36.8,10.9,21.3,-9.5,1.56,41.8,28.4,52.5,30.6,37.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1766.5,1.64,48.9,53.8,75.0,-1.26,52.6,63.4,144.5,-51.9,-1.88,37.4,32.9,54.3,71.0,66.0,CLOUDBURST_FLASHFLOOD
Central (Nagpur / Bhopal / Raipur),1887.6,2.76,29.5,45.8,82.8,0.83,26.9,1.0,1.2,11.6,4.5,46.2,23.8,48.7,17.3,26.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1077.3,3.89,34.5,21.0,78.1,1.24,27.8,0.2,0.4,1.0,-2.83,14.6,23.2,37.6,20.8,25.8,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),504.8,3.36,42.2,18.7,43.0,-0.03,11.1,10.1,14.0,-8.3,2.15,17.5,19.5,25.6,8.8,13.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),595.1,4.22,17.7,10.4,88.5,3.03,28.0,8.5,17.6,-17.8,2.71,15.6,20.4,25.7,26.6,26.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),230.4,5.1,34.9,25.4,57.5,-0.64,20.5,4.6,10.4,-42.7,-1.64,15.8,30.9,26.0,24.6,25.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),872.8,3.81,53.1,6.7,54.9,-3.93,27.7,9.9,18.0,-16.9,0.88,23.7,13.5,30.6,27.5,28.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),439.3,5.84,35.1,20.3,80.7,-0.04,29.3,1.4,2.9,-7.9,-0.78,11.7,34.8,23.4,20.8,21.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),916.5,3.32,31.7,23.9,94.8,3.26,21.5,0.4,1.1,-38.9,1.71,19.2,34.0,32.9,22.1,25.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1674.5,5.9,36.6,9.3,88.9,5.9,38.3,6.1,15.4,-1.1,-1.7,10.0,46.1,36.8,27.0,29.9,HEATWAVE_SEVERE
Central (Nagpur / Bhopal / Raipur),514.4,6.63,52.5,27.9,49.2,3.39,30.0,15.0,24.3,-46.9,0.49,10.0,28.1,23.4,31.9,29.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1377.1,4.9,47.1,21.5,59.5,2.85,16.0,1.2,1.7,17.5,-1.66,15.0,39.0,37.0,11.5,19.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1069.3,2.62,38.8,18.9,86.0,-0.33,10.5,1.0,2.1,-14.0,4.12,24.6,33.2,35.4,11.5,18.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1618.9,0.33,42.2,27.0,63.9,5.57,39.9,11.2,21.1,-17.1,1.6,18.5,16.7,45.2,32.2,36.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1865.3,1.86,54.0,16.3,38.1,2.01,36.2,5.1,6.8,-6.7,-0.71,10.0,25.8,40.1,25.6,30.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1023.8,4.3,60.3,17.0,91.8,2.09,27.1,1.3,1.8,-37.7,2.24,25.9,24.1,41.4,23.5,28.9,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1302.0,3.2,35.4,17.5,68.3,1.88,9.7,3.3,5.3,9.7,-1.51,71.9,29.5,37.1,17.4,23.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1072.2,3.22,40.8,16.2,81.3,-2.05,20.7,2.6,6.7,-1.6,0.17,16.0,21.5,33.9,12.4,18.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),936.6,2.04,59.4,5.0,60.6,1.34,29.7,5.3,8.9,8.5,-0.38,12.3,35.6,32.2,22.1,25.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),781.4,3.63,49.3,20.0,83.3,-2.7,13.8,2.2,2.9,-16.1,0.62,11.0,30.9,37.5,13.3,20.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1758.3,2.19,22.4,31.5,66.7,2.32,44.7,2.1,3.5,-44.1,0.42,35.0,33.4,42.6,33.7,36.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2835.0,-0.26,29.5,16.9,79.3,1.24,27.8,7.6,11.4,-68.7,-2.33,10.0,22.7,61.1,36.5,43.9,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),2632.8,0.13,29.9,16.8,49.0,-0.89,37.5,4.9,8.3,-60.0,1.87,21.2,18.4,53.3,31.4,37.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),476.1,4.09,36.2,8.6,73.0,2.98,26.5,5.1,9.7,-17.9,-2.02,41.7,33.5,23.2,29.6,27.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2803.4,2.38,47.2,10.0,82.2,-0.29,60.1,22.0,55.2,-68.5,1.0,10.0,30.8,49.8,57.3,55.1,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),652.7,5.54,68.4,24.6,71.8,-0.24,0.0,2.4,3.0,10.6,1.77,10.0,28.9,36.7,2.0,12.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1429.5,4.29,40.8,15.7,45.0,1.67,14.7,3.6,8.1,3.2,2.98,28.0,38.1,33.0,11.8,18.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1597.2,3.13,51.2,30.2,81.7,0.47,0.0,1.2,1.5,-0.8,2.57,22.3,38.9,44.3,2.0,14.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),380.2,3.64,57.9,21.2,63.6,1.01,38.4,19.9,26.7,-25.1,-3.02,21.7,23.1,31.1,38.7,36.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1151.8,4.58,62.8,27.6,80.5,2.77,14.7,2.4,4.2,18.0,2.68,59.1,34.7,39.4,14.9,22.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2909.3,1.8,57.9,13.1,62.2,-1.12,48.3,18.2,43.5,-65.6,0.54,47.1,17.8,53.4,52.8,53.0,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),160.2,7.47,31.5,25.7,41.0,-1.31,5.2,7.6,15.2,-0.3,-2.5,10.0,26.3,14.9,13.3,13.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),4800.0,-2.85,21.7,8.0,91.9,-0.01,51.0,15.2,31.9,-63.7,-2.98,39.8,42.6,75.1,58.1,63.2,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),220.3,5.56,33.2,32.3,83.8,0.36,19.9,6.5,8.2,-4.9,-4.71,17.9,35.5,25.2,21.2,22.4,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1571.3,2.86,44.4,22.9,53.5,1.91,29.0,11.5,27.1,-38.7,-4.91,22.4,32.9,37.8,38.8,38.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),396.3,5.83,31.6,65.0,27.9,4.77,24.6,5.1,8.5,18.0,-2.77,13.4,35.5,29.3,22.1,24.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1733.8,0.56,19.2,22.2,65.0,0.41,16.8,2.8,4.0,-56.8,-4.74,12.2,35.4,40.1,30.3,33.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2562.6,1.64,25.0,19.7,90.3,0.58,31.3,0.5,0.7,-48.7,-0.5,10.0,40.4,50.8,30.4,36.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2149.1,1.12,84.1,20.7,63.4,-0.93,20.9,4.8,11.6,-68.7,-1.92,42.5,38.8,58.3,30.5,38.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2369.0,3.91,38.9,28.0,53.1,-1.2,54.6,74.1,131.7,-47.2,1.15,12.7,30.9,43.9,65.2,58.8,CLOUDBURST_FLASHFLOOD
Northeast (Guwahati / Tawang / Shillong),1075.5,3.49,67.2,15.3,82.5,1.99,18.6,2.1,4.9,-48.9,2.71,34.7,43.0,40.4,24.8,29.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),418.4,5.4,38.7,24.3,82.3,0.59,38.7,5.8,11.3,-31.1,-0.97,32.9,27.2,27.9,35.0,32.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2897.0,0.38,53.1,22.4,71.9,3.24,66.1,30.0,60.1,-76.9,-3.92,21.0,41.1,60.1,70.3,67.3,THUNDERSTORM_LIGHTNING
Northeast (Guwahati / Tawang / Shillong),4175.3,-3.18,40.0,36.6,69.6,3.0,35.5,6.0,15.2,-61.4,-2.08,51.1,43.1,81.6,42.1,53.9,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1382.3,3.78,42.1,17.5,60.6,2.41,29.5,1.2,2.7,-23.1,-1.0,21.1,37.0,39.9,25.2,29.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),992.1,4.43,52.9,27.0,46.4,-2.71,30.1,0.0,0.0,13.3,3.57,11.0,24.3,36.6,14.9,21.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),725.6,5.78,36.4,29.2,74.6,2.0,33.4,22.2,43.9,-23.3,-4.29,26.8,41.1,30.4,43.1,39.3,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2063.5,2.74,25.3,39.9,59.4,-1.56,28.0,0.7,1.4,-67.7,1.45,103.7,24.9,49.8,34.9,39.4,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2438.7,1.35,30.7,13.6,59.8,-3.64,60.1,58.4,148.9,-53.5,2.62,10.0,18.7,44.0,66.4,59.7,CLOUDBURST_FLASHFLOOD
North (Delhi / Dehradun / Srinagar),992.4,3.03,30.7,27.5,50.9,0.99,29.3,0.4,0.6,-18.7,2.04,14.6,34.5,32.6,22.4,25.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3282.7,-1.51,43.2,19.2,68.5,3.49,67.2,21.1,26.3,-52.0,-3.1,37.2,32.8,63.1,58.2,59.7,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1956.5,4.08,15.5,8.0,76.4,2.07,29.6,0.2,0.3,-37.6,-0.9,16.2,29.4,32.2,24.1,26.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1371.9,3.36,46.3,21.7,20.0,-1.44,7.7,4.4,10.3,-11.7,-2.35,19.8,33.7,31.5,15.0,20.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1604.5,5.28,59.7,7.0,52.3,6.65,32.9,0.4,1.1,2.9,-2.99,43.6,45.6,35.9,25.6,28.7,HEATWAVE_SEVERE
West (Mumbai / Ahmedabad / Jaipur),608.2,3.8,34.9,36.1,64.2,2.3,32.2,3.7,4.8,-14.6,1.2,133.5,23.7,31.9,33.3,32.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2048.8,4.53,32.8,12.0,79.9,-1.35,33.3,1.8,2.4,-52.9,-0.49,45.8,36.6,42.1,33.5,36.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),640.1,3.59,69.5,15.9,78.3,-4.0,20.5,3.0,4.0,-52.7,-0.86,25.5,17.7,33.4,27.8,29.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),903.7,3.67,62.6,35.9,53.9,0.05,15.8,0.2,0.3,-12.4,-3.3,103.3,20.7,37.5,22.2,26.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1236.7,4.06,48.0,21.6,71.4,-3.82,23.6,1.7,2.4,-20.8,-2.69,18.4,23.2,34.9,25.9,28.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3784.2,-0.37,31.5,41.8,78.4,-1.77,30.9,6.1,10.4,-54.0,-2.28,10.1,23.8,70.1,31.6,43.2,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1521.9,3.77,50.2,28.7,71.7,-3.24,8.1,6.0,10.5,-23.1,-1.11,13.1,28.1,36.7,12.3,19.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),689.9,2.32,27.9,31.6,64.5,-1.16,24.4,4.3,8.4,10.5,4.03,46.0,24.9,32.4,19.5,23.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1608.4,2.1,23.5,16.3,75.1,-0.67,2.1,12.0,27.6,-11.6,-3.59,22.3,24.5,41.6,14.3,22.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1883.1,0.86,48.3,27.8,79.5,-1.42,8.4,4.4,8.8,-13.2,2.9,46.4,41.9,50.3,12.0,23.5,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2687.1,-1.03,35.3,18.2,52.8,5.56,46.4,46.4,61.3,-69.3,0.72,12.3,36.7,55.5,52.5,53.4,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1278.7,3.42,13.7,25.4,75.0,0.09,26.9,4.5,10.5,-10.5,-2.15,10.0,26.7,36.4,19.4,24.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),770.0,1.93,50.2,45.0,63.4,3.42,11.7,1.8,4.0,2.3,1.6,16.0,26.9,35.1,7.4,15.7,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),4391.3,-1.58,62.4,30.0,71.5,1.75,56.2,66.5,151.1,-81.3,-4.89,18.3,22.4,80.9,82.5,82.0,CLOUDBURST_FLASHFLOOD
East (Kolkata / Bhubaneswar / Patna),1610.7,3.67,51.2,27.8,64.0,0.04,17.2,4.4,8.9,-5.5,-4.02,48.9,39.7,46.9,23.6,30.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),693.1,6.56,35.0,40.4,96.8,-0.55,28.6,2.4,4.3,-20.2,-2.94,11.3,29.3,31.4,26.8,28.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1271.1,2.18,12.0,21.8,78.3,3.47,28.8,16.4,23.6,-9.9,-0.31,10.0,25.2,36.8,20.4,25.3,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),904.0,3.03,44.0,13.5,74.2,-1.78,31.4,0.4,1.1,-9.5,0.28,26.5,24.6,35.0,22.9,26.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2786.7,1.69,32.8,41.3,66.7,-0.88,55.8,17.8,43.0,-80.9,-0.81,33.6,29.0,55.4,58.2,57.3,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1871.7,3.61,29.4,43.1,36.9,-0.91,21.8,9.0,14.0,-16.7,0.11,65.7,9.0,42.5,22.1,28.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1042.8,5.53,14.7,39.0,74.0,0.66,21.5,2.3,3.8,-7.9,-2.49,20.3,30.1,30.3,15.6,20.0,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2439.6,2.51,68.3,6.2,40.8,-1.5,46.7,32.4,41.7,-74.3,4.5,27.1,27.4,43.7,49.6,47.8,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),1202.3,3.86,26.6,27.9,58.1,2.56,14.3,2.1,4.7,-19.3,-0.82,23.2,30.1,33.7,17.6,22.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1251.3,2.95,16.5,26.7,66.6,2.86,29.6,12.6,26.6,-21.3,-5.55,23.6,22.1,33.2,34.2,33.9,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),754.2,5.37,65.7,18.3,38.4,-1.08,16.7,15.0,34.6,-35.2,1.17,14.6,30.2,31.6,26.5,28.1,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),749.7,3.97,42.4,22.4,85.6,1.66,24.6,0.8,1.1,-8.0,-1.78,22.1,30.1,35.5,21.0,25.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),4217.0,-2.31,40.3,30.1,33.3,-1.35,57.3,90.8,122.9,-62.5,-2.35,29.3,30.5,73.6,74.0,73.9,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),2369.0,0.8,46.3,28.9,88.7,0.89,24.6,2.9,6.9,-80.9,0.15,10.0,31.6,53.9,32.6,39.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),266.5,5.79,48.1,6.4,51.1,3.07,8.2,3.4,7.4,5.6,1.05,16.4,21.8,20.4,7.5,11.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),628.2,6.23,45.0,29.3,70.5,0.73,39.5,11.5,18.6,-17.6,-0.45,22.9,27.9,25.2,33.4,30.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),529.8,4.52,20.9,13.2,56.3,0.27,26.7,5.3,9.7,-2.5,0.96,34.5,38.1,20.8,20.7,20.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1353.6,2.69,19.8,48.2,84.8,5.53,16.3,4.0,7.1,-58.5,-1.65,26.3,40.1,42.5,27.9,32.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),966.9,3.94,31.8,26.0,55.8,1.29,22.6,8.4,15.8,-16.6,2.57,20.3,43.6,36.2,20.3,25.0,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),3128.8,-1.67,34.9,34.1,70.0,-1.35,52.1,39.4,68.0,-65.2,0.61,75.5,28.0,60.1,58.2,58.8,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),1032.4,4.73,37.0,16.7,65.2,-1.53,20.9,0.3,0.8,5.3,-3.01,23.9,25.7,31.0,19.3,22.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),3959.9,-1.78,45.2,34.5,51.3,5.51,56.7,53.8,90.9,-74.4,1.08,31.6,25.3,74.5,65.7,68.3,CLOUDBURST_FLASHFLOOD
West (Mumbai / Ahmedabad / Jaipur),1227.4,3.5,38.1,13.7,56.8,-1.13,14.0,11.4,19.9,1.9,-0.45,41.1,28.6,29.8,13.6,18.5,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),4479.7,-2.57,32.5,13.9,78.7,-1.04,60.4,75.1,179.2,-44.1,-2.3,17.0,24.0,76.9,68.2,70.8,CLOUDBURST_FLASHFLOOD
Northeast (Guwahati / Tawang / Shillong),1129.4,1.97,47.5,16.9,71.9,0.56,12.2,3.1,3.8,-53.5,-3.26,25.8,33.8,40.4,24.5,29.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1144.8,5.39,52.0,52.9,66.1,2.11,21.7,1.3,3.0,-9.3,-4.13,30.0,31.0,44.2,25.9,31.4,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2336.6,0.7,30.7,17.2,58.6,-2.23,62.5,48.9,74.7,-67.9,2.66,16.1,39.8,47.1,62.9,58.1,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),2128.8,1.29,22.8,20.7,70.2,-0.11,27.5,11.1,22.5,-39.8,0.51,20.7,26.6,42.3,28.3,32.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),459.7,6.12,44.5,5.3,84.9,-2.45,22.4,1.3,2.1,-16.5,-0.78,13.2,29.0,22.7,20.8,21.4,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1375.5,3.98,36.1,65.0,47.5,0.16,30.4,13.8,33.4,-35.5,3.31,35.0,30.7,42.8,36.0,38.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),960.6,6.48,53.7,13.4,79.8,2.31,38.8,4.9,12.3,-31.5,4.5,22.0,26.3,30.3,31.9,31.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),914.1,3.01,28.2,31.8,83.3,-0.05,11.1,1.0,1.4,1.0,1.58,22.8,28.7,31.8,7.7,14.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1371.1,2.13,25.1,32.2,75.9,4.83,25.6,4.9,11.9,-61.8,0.61,16.2,38.3,31.2,29.8,30.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1061.8,2.44,33.1,20.3,71.8,-1.36,6.6,2.2,3.1,-5.7,0.28,40.5,39.0,29.6,9.5,15.6,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1468.4,3.22,49.3,13.8,59.5,0.98,24.6,3.5,6.4,-12.6,1.96,49.9,39.6,32.8,20.2,23.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),606.2,4.46,37.1,36.5,88.2,3.38,30.1,7.9,9.7,-18.2,-0.23,55.9,27.4,38.7,28.5,31.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),373.1,4.42,40.8,23.3,86.7,2.72,20.4,1.0,1.7,-13.2,-4.64,29.2,29.9,28.8,25.2,26.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2392.6,1.14,35.1,16.7,51.9,6.31,38.3,2.4,3.1,-54.7,-1.25,67.3,29.6,42.3,37.9,39.2,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2623.4,-0.49,56.2,16.1,81.1,1.21,31.3,2.3,4.9,-60.6,-1.3,11.9,16.8,57.7,33.2,40.6,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),2300.9,3.25,48.8,37.0,52.5,-1.47,42.1,4.7,10.0,-80.2,-1.77,33.8,27.9,49.1,45.9,46.9,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),1330.6,2.5,20.7,31.4,82.1,0.68,10.8,0.3,0.4,-8.0,0.81,31.1,31.1,34.0,13.7,19.8,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1005.4,3.3,54.6,20.4,74.8,-1.34,35.9,0.8,1.9,-36.4,-5.75,25.2,18.6,39.2,40.1,39.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),826.8,1.48,50.3,37.1,62.9,0.77,20.5,2.3,3.5,-28.5,-4.73,106.8,17.7,46.2,36.0,39.0,SQUALL_SEVERE_GALE
Northeast (Guwahati / Tawang / Shillong),716.8,2.59,57.2,26.4,33.1,3.21,5.8,3.1,5.1,-9.8,-0.06,34.1,39.0,30.4,5.3,12.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1228.3,2.84,34.6,29.1,62.0,2.03,13.9,0.2,0.2,18.0,-0.14,13.5,35.2,36.1,12.8,19.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2583.8,0.47,28.9,24.5,80.9,0.27,53.1,20.6,48.9,-36.7,-0.24,65.3,27.8,55.3,50.6,52.0,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),776.2,5.31,40.8,15.8,43.3,-1.01,18.1,3.9,7.4,15.7,-1.35,12.2,28.1,23.4,13.7,16.6,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2586.5,-0.97,44.3,18.0,60.3,1.22,49.5,99.0,237.2,-53.6,0.29,27.1,37.9,51.3,63.2,59.6,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),390.4,5.76,58.6,7.4,60.9,1.67,7.2,2.3,4.2,-18.6,-1.24,10.0,24.7,21.3,10.5,13.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1518.9,3.71,50.9,26.8,63.8,-2.26,5.6,5.4,9.4,8.1,1.15,19.3,22.9,38.6,9.2,18.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1729.0,3.35,44.1,11.9,77.1,-1.74,23.7,0.4,0.7,-14.6,-6.63,22.5,34.5,41.3,30.9,34.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),892.0,5.46,40.2,29.8,70.1,-0.14,39.6,3.9,7.3,-27.9,-0.43,46.0,25.6,28.9,35.7,33.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),575.5,3.45,42.2,16.4,93.2,-2.43,25.5,1.9,3.4,8.3,-0.08,17.0,32.4,33.2,18.2,22.7,NORMAL_STABLE
