state,slope_angle,elevation_m,soil_type,fault_dist_km,ndvi,road_cut_idx,rainfall_24h_mm,rainfall_72h_mm,soil_sat_pct,pwp_kpa,tilt_rate_deg_day,pga_seismic_g,layer1_susceptibility,layer2_dynamic_trigger,composite_risk_score,landslide_event
Mizoram,43.32,953.2,3,0.15,0.657,40.6,105.7,182.9,93.8,158.0,0.176,0.043,67.3,65.7,66.2,0
Assam,16.04,343.4,3,0.1,0.744,35.1,16.0,26.3,28.6,51.4,0.069,0.023,49.4,16.7,28.1,0
Arunachal Pradesh,37.26,3734.1,2,0.17,0.514,0.5,69.3,108.9,39.1,50.9,0.012,0.06,72.2,37.8,49.9,1
Meghalaya,27.92,834.5,1,21.57,0.749,57.7,67.6,160.6,75.4,124.4,0.014,0.044,31.0,52.4,44.9,0
Mizoram,35.41,1131.7,2,17.5,0.791,66.9,127.5,181.0,80.5,110.8,1.544,0.014,59.5,66.4,64.0,1
Nagaland,33.38,1771.1,1,1.83,0.506,27.6,104.9,203.9,78.6,138.2,0.025,0.005,45.2,60.7,55.3,0
Mizoram,29.62,1007.6,3,1.55,0.58,68.8,11.3,22.9,42.3,52.8,0.088,0.012,64.2,16.4,33.1,0
Arunachal Pradesh,36.08,3395.5,1,0.71,0.696,24.3,16.5,29.8,26.8,42.9,0.024,0.001,46.1,13.0,24.6,0
Sikkim,45.78,2407.4,1,1.8,0.694,71.6,10.9,19.2,31.3,41.3,0.012,0.016,54.9,11.6,26.8,0
Sikkim,48.08,1958.4,2,2.08,0.581,45.7,264.6,598.2,99.0,177.6,1.292,0.006,87.9,97.3,94.0,1
Nagaland,28.28,1820.4,2,6.21,0.794,87.2,16.0,41.0,27.8,42.1,0.027,0.035,61.9,12.3,29.7,0
Sikkim,60.38,2691.7,2,9.05,0.842,54.5,159.9,337.2,99.0,150.5,0.387,0.001,75.0,89.6,84.5,1
Arunachal Pradesh,27.23,2071.0,2,6.18,0.675,18.5,45.7,109.6,71.9,109.1,0.016,0.022,56.0,40.4,45.9,0
Assam,14.06,339.2,3,4.68,0.408,82.2,154.4,374.2,99.0,163.9,0.319,0.028,44.2,90.6,74.4,1
Arunachal Pradesh,35.72,1598.7,2,6.53,0.65,77.8,36.3,97.0,44.3,79.0,0.008,0.041,65.3,25.6,39.5,0
Tripura,15.75,267.8,2,6.04,0.669,8.4,96.3,233.6,96.1,170.7,1.398,0.013,48.2,72.2,63.8,0
Mizoram,26.26,1735.5,2,2.91,0.674,4.8,37.1,66.0,52.5,70.4,0.044,0.008,63.7,28.6,40.9,0
Nagaland,40.11,1803.6,2,1.84,0.792,13.6,6.4,10.7,22.4,34.4,0.22,0.018,66.2,11.7,30.7,0
Sikkim,42.45,1557.9,2,1.5,0.523,84.5,132.9,355.1,99.0,151.2,1.749,0.005,84.2,90.6,88.3,1
Arunachal Pradesh,38.79,3494.4,2,5.12,0.585,32.0,150.5,372.2,99.0,126.2,0.935,0.016,72.3,89.6,83.6,1
Nagaland,28.52,1041.4,3,14.41,0.711,50.5,148.9,338.9,99.0,160.2,0.237,0.042,40.4,86.0,70.0,1
Nagaland,25.33,1641.8,2,3.92,0.826,60.3,17.8,48.7,17.5,28.9,0.062,0.047,61.9,13.1,30.1,0
Nagaland,25.04,1555.3,3,10.96,0.637,74.3,48.7,114.0,55.5,95.6,0.152,0.014,44.2,36.5,39.2,0
Arunachal Pradesh,47.8,3365.5,2,0.1,0.791,83.0,21.7,49.7,29.0,47.5,0.009,0.015,85.3,14.8,39.5,0
Nagaland,39.75,1880.2,2,7.12,0.784,51.6,26.4,69.1,55.1,70.0,0.004,0.002,66.8,23.6,38.7,0
Nagaland,30.28,890.5,2,8.65,0.8,41.6,17.4,43.6,27.3,47.8,0.011,0.007,59.8,13.0,29.4,0
Mizoram,22.64,1580.5,1,4.49,0.693,19.6,233.9,424.5,99.0,131.3,0.184,0.022,23.3,88.6,65.8,1
Nagaland,36.29,2139.6,2,12.24,0.622,60.8,166.4,349.4,99.0,155.0,0.628,0.056,56.8,91.2,79.1,1
Manipur,18.55,362.4,2,4.01,0.487,55.0,201.8,468.3,99.0,157.1,2.126,0.01,53.8,96.8,81.7,1
Mizoram,38.74,1128.2,1,1.24,0.623,29.1,26.2,45.3,34.9,45.1,0.039,0.015,49.3,18.9,29.5,0
Arunachal Pradesh,29.43,2983.0,2,1.09,0.503,44.6,8.3,19.1,24.7,34.7,0.002,0.041,68.5,15.3,33.9,0
Meghalaya,32.59,801.9,2,3.65,0.446,74.0,84.4,205.4,83.7,115.5,4.149,0.004,77.3,65.1,69.3,1
Arunachal Pradesh,28.75,4122.3,3,10.66,0.718,62.7,217.3,384.7,99.0,161.0,0.596,0.048,38.4,94.6,74.9,1
Sikkim,32.18,3463.6,3,0.34,0.525,48.2,18.0,32.0,40.6,63.9,0.079,0.014,65.7,21.4,36.9,0
Sikkim,32.0,2895.4,2,4.17,0.515,27.2,134.1,374.3,99.0,143.9,0.322,0.005,62.7,78.1,72.7,0
Arunachal Pradesh,35.78,2076.3,2,6.61,0.521,66.8,134.8,257.7,99.0,128.6,0.309,0.028,70.0,75.2,73.4,1
Sikkim,48.6,3162.6,1,0.55,0.632,62.8,1.2,1.7,24.3,40.0,0.059,0.001,63.5,6.9,26.7,0
Arunachal Pradesh,39.15,3211.2,1,0.56,0.44,45.8,76.1,124.7,66.4,117.0,0.062,0.0,51.9,46.4,48.3,0
Nagaland,37.44,2104.7,3,2.05,0.771,23.9,128.1,314.5,99.0,153.1,0.405,0.01,57.9,80.9,72.8,1
Assam,20.45,561.5,1,1.44,0.672,17.5,19.0,44.5,29.5,51.6,0.068,0.04,33.2,15.4,21.6,0
Arunachal Pradesh,34.67,2003.7,2,0.99,0.73,33.9,41.0,105.2,59.4,100.2,0.021,0.005,75.6,31.0,46.6,0
Assam,8.7,672.7,3,1.0,0.679,90.9,200.8,466.2,99.0,175.2,0.593,0.006,50.4,91.9,77.4,1
Meghalaya,25.27,1076.7,3,0.63,0.662,75.4,61.7,138.8,59.5,83.5,0.05,0.024,58.7,38.9,45.8,0
Sikkim,38.0,2795.0,3,4.25,0.352,89.1,29.5,70.9,38.2,60.4,0.034,0.008,65.9,22.7,37.8,0
Arunachal Pradesh,39.41,3340.1,3,5.24,0.574,84.3,42.8,113.8,55.3,73.9,0.012,0.025,65.5,38.0,47.7,0
Meghalaya,38.76,1274.6,3,5.46,0.572,45.9,48.2,116.0,53.6,88.0,0.032,0.011,57.6,35.8,43.5,0
Nagaland,21.08,1722.8,1,3.42,0.833,53.0,4.9,7.6,21.1,37.8,0.036,0.014,32.5,9.6,17.6,0
Mizoram,46.82,870.8,2,13.75,0.454,17.0,155.3,390.5,99.0,137.9,0.188,0.012,67.3,79.3,75.1,0
Arunachal Pradesh,21.92,2380.7,2,9.56,0.655,72.1,32.2,89.3,48.9,60.6,0.006,0.023,56.2,26.9,37.1,0
Arunachal Pradesh,37.47,4094.5,2,14.23,0.565,42.2,21.4,30.0,38.4,68.5,0.017,0.014,62.7,18.4,33.9,0
Sikkim,33.21,2876.7,3,2.22,0.767,16.1,163.1,340.7,99.0,120.7,0.794,0.032,53.3,88.6,76.3,1
Sikkim,29.95,3830.2,2,9.46,0.84,9.5,178.2,258.5,99.0,140.4,1.612,0.017,45.5,90.3,74.6,1
Sikkim,51.1,3812.2,1,6.48,0.663,69.6,8.2,22.5,47.1,72.3,0.011,0.035,50.1,20.2,30.7,0
Sikkim,33.52,2337.0,2,1.87,0.764,48.2,74.9,205.5,73.6,122.9,0.036,0.018,70.2,54.9,60.3,0
Nagaland,20.64,1966.0,1,0.51,0.473,0.9,88.7,202.3,83.5,111.0,0.511,0.015,37.5,59.7,51.9,1
Assam,12.72,139.9,3,5.16,0.747,82.5,66.5,140.1,66.6,82.1,0.09,0.009,43.9,40.7,41.8,0
Sikkim,47.33,3026.7,2,0.66,0.619,61.9,145.4,210.3,85.1,137.7,0.331,0.018,82.1,72.1,75.6,1
Manipur,12.97,492.7,2,1.57,0.765,3.8,266.5,733.8,99.0,124.6,1.065,0.019,48.7,93.5,77.9,1
Sikkim,26.15,2662.9,2,3.12,0.705,30.5,28.0,77.3,45.4,61.2,0.025,0.003,59.6,24.3,36.7,0
Meghalaya,33.29,1502.4,2,5.13,0.44,72.2,3.0,7.2,15.7,21.3,0.022,0.003,67.4,3.7,26.0,0
Sikkim,35.73,3843.1,3,11.73,0.445,5.9,152.5,219.7,95.9,163.3,1.073,0.003,47.1,78.5,67.5,1
Mizoram,35.14,1701.9,2,4.05,0.806,73.6,151.1,379.9,99.0,153.2,3.431,0.01,69.6,91.3,83.7,1
Tripura,17.68,331.7,3,5.01,0.748,50.5,4.4,9.6,24.6,36.1,0.076,0.044,44.3,11.2,22.8,0
Mizoram,36.99,1334.0,3,1.67,0.642,78.3,87.1,240.5,99.0,120.3,0.481,0.047,65.8,64.8,65.1,0
Sikkim,26.97,2359.3,3,5.23,0.762,85.5,6.8,16.0,14.9,22.4,0.036,0.009,54.6,10.5,26.0,0
Mizoram,21.77,1669.6,2,2.59,0.584,76.8,31.8,87.0,50.2,81.7,0.115,0.007,65.8,34.0,45.1,0
Arunachal Pradesh,40.33,3693.5,3,8.75,0.562,7.8,69.9,108.1,59.1,105.5,0.026,0.001,53.5,43.8,47.2,1
Manipur,18.4,528.8,2,2.24,0.495,46.0,10.0,24.6,16.6,24.7,0.07,0.005,58.7,9.5,26.7,0
Meghalaya,28.93,824.6,3,2.84,0.501,31.9,102.1,269.2,92.6,142.1,0.844,0.009,53.5,68.1,63.0,1
Meghalaya,36.28,1666.9,3,2.55,0.749,50.8,18.1,41.5,30.8,42.9,0.005,0.054,62.2,19.5,34.4,0
Mizoram,48.1,2059.1,3,7.5,0.488,96.6,103.6,223.5,70.7,119.5,0.018,0.002,68.5,63.5,65.2,1
Mizoram,21.91,2157.9,3,13.83,0.729,12.4,6.3,15.8,34.5,52.5,0.025,0.001,34.8,10.4,19.0,0
Arunachal Pradesh,48.96,1726.3,2,1.78,0.796,86.6,46.5,120.8,53.0,75.6,0.03,0.005,88.4,33.7,52.9,0
Mizoram,36.59,1025.0,1,2.9,0.729,99.1,30.8,69.9,46.2,58.7,0.048,0.033,48.9,28.3,35.5,0
Sikkim,33.92,2704.1,2,5.51,0.63,99.0,164.5,399.6,99.0,171.8,0.103,0.015,72.0,89.6,83.5,1
Mizoram,43.41,1232.1,3,10.16,0.54,79.7,53.9,105.7,53.6,90.0,0.009,0.018,58.3,36.9,44.4,1
Nagaland,23.54,1677.7,1,3.06,0.567,46.6,64.0,120.8,45.1,59.7,0.001,0.012,33.3,37.3,35.9,0
Nagaland,34.88,1043.3,2,0.52,0.624,17.8,10.0,16.8,11.5,19.8,0.089,0.026,70.7,5.4,28.3,0
Meghalaya,30.69,1123.6,2,2.07,0.272,60.8,56.1,127.7,61.2,93.9,0.008,0.019,70.5,41.6,51.7,0
Meghalaya,28.64,2044.6,2,3.6,0.644,61.0,36.7,93.3,35.7,59.4,0.001,0.007,66.4,28.0,41.4,1
Arunachal Pradesh,28.75,1623.8,3,2.43,0.39,31.6,23.3,54.2,28.2,44.8,0.003,0.032,57.6,19.7,33.0,0
Nagaland,51.61,810.2,2,0.93,0.679,61.7,68.7,133.9,57.2,71.0,0.068,0.006,88.6,40.9,57.6,0
Sikkim,33.86,2219.7,3,0.17,0.667,11.7,265.7,739.3,99.0,133.6,0.945,0.067,64.1,95.8,84.7,1
Meghalaya,16.48,1282.8,2,5.23,0.657,63.4,4.5,6.3,26.9,39.2,0.012,0.041,57.0,9.3,26.0,0
Sikkim,45.02,1997.2,3,22.16,0.581,89.7,224.1,410.9,99.0,125.4,0.165,0.015,59.2,92.4,80.8,1
Arunachal Pradesh,40.73,3769.0,2,11.32,0.569,47.2,113.4,312.4,99.0,140.9,1.253,0.057,65.4,83.9,77.5,1
Mizoram,30.04,852.0,1,5.17,0.633,76.5,17.0,33.0,49.0,59.9,0.015,0.002,37.8,21.4,27.2,0
Arunachal Pradesh,34.85,1880.2,3,8.29,0.576,63.6,20.3,46.0,22.3,38.5,0.102,0.004,47.8,13.2,25.3,0
Nagaland,31.43,908.7,2,1.33,0.595,0.3,154.7,268.5,83.3,102.1,0.065,0.032,67.2,75.1,72.3,1
Sikkim,45.1,4091.3,2,4.38,0.654,12.2,138.2,327.0,99.0,151.4,0.15,0.015,73.2,85.0,80.9,1
Arunachal Pradesh,40.86,4020.4,2,0.28,0.794,77.5,266.2,614.4,99.0,159.8,1.166,0.024,80.7,92.8,88.6,1
Meghalaya,35.5,1108.2,2,5.53,0.571,4.0,2.6,5.8,6.3,8.7,0.03,0.011,62.7,2.7,23.7,0
Arunachal Pradesh,42.25,3848.3,2,15.76,0.748,95.6,92.3,177.8,79.7,95.7,0.002,0.01,67.1,55.7,59.7,1
Sikkim,45.52,3651.7,1,8.87,0.801,89.4,133.3,365.1,99.0,151.7,1.645,0.035,48.3,87.3,73.7,1
Mizoram,40.32,1167.4,2,3.44,0.653,36.2,24.6,56.6,53.4,78.9,0.0,0.03,66.0,27.9,41.3,1
Arunachal Pradesh,32.35,2387.2,2,7.0,0.729,31.0,84.1,128.6,53.3,69.9,0.001,0.006,57.5,43.1,48.2,0
Nagaland,33.28,1347.9,2,12.96,0.486,61.3,72.5,176.3,59.7,74.9,0.038,0.01,60.8,43.6,49.6,0
Arunachal Pradesh,22.24,4091.8,2,1.1,0.426,61.2,133.6,246.9,79.3,133.0,0.001,0.023,67.4,73.2,71.2,1
Sikkim,47.64,3809.6,3,7.09,0.575,8.9,23.8,44.3,22.6,29.8,0.081,0.013,60.8,10.9,28.4,0
Nagaland,27.3,1409.8,2,1.42,0.593,21.5,28.8,49.4,44.7,65.0,0.017,0.005,59.8,25.2,37.3,0
Sikkim,49.76,3964.8,3,9.43,0.667,63.6,17.2,39.8,36.2,60.5,0.006,0.013,65.4,15.8,33.2,0
Arunachal Pradesh,32.22,3538.3,2,0.47,0.486,80.1,113.4,310.4,99.0,173.2,0.291,0.008,82.8,77.7,79.4,1
Sikkim,41.18,2546.5,2,0.88,0.689,19.2,100.2,255.0,97.1,139.8,0.348,0.007,73.4,67.4,69.5,1
Sikkim,35.77,3055.8,1,5.74,0.502,70.2,13.0,35.0,34.0,50.3,0.11,0.001,43.0,14.8,24.7,0
Manipur,17.47,806.1,1,0.86,0.641,87.0,78.6,212.4,79.8,129.8,0.075,0.022,42.5,54.9,50.5,0
Sikkim,41.81,3109.6,2,0.77,0.543,11.8,20.1,28.2,41.7,53.9,0.043,0.026,77.8,21.2,41.0,0
Nagaland,40.39,826.9,2,3.65,0.647,43.9,70.2,159.6,56.7,96.5,0.132,0.006,72.0,42.1,52.6,0
Manipur,18.29,201.0,3,8.11,0.737,85.1,1.9,5.0,27.1,36.9,0.03,0.076,44.8,8.2,21.0,0
Meghalaya,41.1,1720.9,2,1.41,0.825,37.1,29.4,63.8,36.4,52.8,0.058,0.082,70.6,26.1,41.7,0
Manipur,15.72,623.0,3,8.28,0.667,26.9,37.8,88.9,63.9,112.7,0.013,0.056,36.0,34.4,35.0,0
Sikkim,48.33,2134.4,3,7.43,0.647,74.6,0.3,0.5,11.5,20.4,0.027,0.003,67.9,5.2,27.1,0
Assam,20.63,498.2,1,3.89,0.745,40.1,47.6,123.4,56.2,82.1,0.027,0.043,28.0,36.1,33.3,0
Arunachal Pradesh,40.64,2176.5,2,4.68,0.615,70.6,32.9,53.6,24.2,33.0,0.001,0.008,71.3,23.1,40.0,0
Mizoram,24.19,1267.4,2,0.19,0.673,12.6,268.1,410.0,99.0,126.9,0.131,0.003,58.4,89.0,78.3,1
Meghalaya,28.78,928.7,2,2.06,0.508,55.4,5.0,9.5,32.6,42.2,0.027,0.017,72.2,11.0,32.4,0
Sikkim,37.76,3352.0,2,1.38,0.67,37.9,138.7,209.5,85.1,128.2,0.03,0.002,75.5,64.1,68.1,1
Mizoram,39.48,1772.5,3,0.73,0.656,99.7,115.9,185.3,85.2,137.3,1.504,0.01,74.2,69.1,70.9,1
Mizoram,30.54,811.3,3,2.22,0.669,59.1,10.4,16.9,12.6,17.8,0.09,0.005,61.5,6.8,25.9,0
Arunachal Pradesh,31.3,3608.5,3,1.97,0.587,68.2,0.9,1.2,41.3,55.5,0.034,0.015,58.4,16.2,31.0,0
Arunachal Pradesh,39.92,4177.1,2,5.87,0.461,13.1,0.3,0.8,19.6,23.6,0.058,0.017,69.8,7.9,29.6,0
Mizoram,45.74,1132.2,2,4.1,0.241,99.2,9.3,24.6,17.0,23.3,0.022,0.021,87.0,9.6,36.7,0
Mizoram,34.35,1412.6,2,10.99,0.786,5.1,8.7,12.6,12.5,19.7,0.011,0.012,51.7,6.1,22.1,0
Assam,18.68,339.0,2,0.71,0.515,7.1,158.8,274.1,99.0,162.8,3.933,0.009,62.4,92.7,82.1,1
Nagaland,33.64,1423.6,2,0.28,0.682,7.6,176.5,331.4,99.0,167.2,4.32,0.014,70.9,98.7,88.9,1
Assam,14.9,935.0,1,3.44,0.653,87.1,31.5,79.4,39.5,59.8,0.032,0.01,32.8,25.6,28.1,0
Mizoram,42.18,932.2,3,0.1,0.561,72.9,22.7,39.2,38.8,68.1,0.079,0.065,70.0,24.3,40.3,0
Sikkim,50.19,2110.2,3,6.97,0.783,97.3,4.9,9.7,18.8,31.5,0.008,0.055,62.7,10.5,28.7,0
Arunachal Pradesh,30.46,3272.3,2,3.17,0.844,6.7,18.3,50.5,43.5,72.8,0.064,0.016,57.7,15.2,30.1,0
Nagaland,41.83,1265.7,3,3.01,0.594,69.2,28.6,73.2,54.6,66.0,0.033,0.011,66.7,24.5,39.3,0
Mizoram,33.72,1629.7,2,2.03,0.705,53.3,280.0,431.1,99.0,121.7,0.284,0.012,70.4,86.7,81.0,1
Arunachal Pradesh,43.76,3518.5,1,2.11,0.558,63.9,131.7,243.4,91.5,151.8,0.173,0.09,57.7,76.3,69.8,1
Sikkim,37.93,3472.5,3,2.54,0.739,51.3,0.9,2.0,6.6,9.1,0.032,0.007,59.8,4.8,24.0,0
Assam,20.39,520.3,3,0.1,0.471,67.5,10.5,24.7,36.2,49.6,0.037,0.012,54.1,19.1,31.4,0
Meghalaya,27.79,2099.0,2,0.39,0.702,90.7,110.6,254.6,99.0,136.4,1.207,0.017,72.6,78.1,76.2,1
Meghalaya,25.89,1375.9,1,3.16,0.601,58.7,27.4,41.6,49.9,82.4,0.063,0.002,42.0,21.8,28.9,1
Meghalaya,25.56,1140.7,3,0.73,0.777,89.6,50.5,140.9,71.0,114.0,0.117,0.01,56.6,45.0,49.1,1
Arunachal Pradesh,47.37,3744.1,1,6.79,0.657,78.2,40.2,66.6,40.6,49.9,0.004,0.006,52.0,24.8,34.3,0
Sikkim,39.51,2261.5,2,1.44,0.708,86.5,32.0,52.7,47.6,79.7,0.017,0.017,81.7,24.2,44.3,0
Sikkim,30.92,3971.2,2,0.46,0.705,65.9,81.9,142.4,81.9,119.8,0.587,0.007,67.2,55.2,59.4,0
Arunachal Pradesh,38.81,2591.5,3,1.21,0.651,51.9,9.8,19.4,23.7,39.0,0.002,0.012,66.7,11.3,30.7,0
Nagaland,20.96,1444.9,2,1.99,0.625,7.0,3.6,6.7,17.7,31.4,0.005,0.014,54.0,2.6,20.5,0
Sikkim,30.77,2179.8,3,0.16,0.601,83.5,148.8,314.9,99.0,156.6,2.035,0.007,65.2,89.0,80.7,1
Nagaland,40.48,1968.0,2,0.69,0.585,24.2,27.9,74.7,31.5,50.8,0.04,0.028,72.2,18.5,37.3,0
Manipur,16.97,373.8,2,1.76,0.791,3.7,36.3,52.8,39.6,55.6,0.002,0.002,47.7,24.7,32.7,0
Arunachal Pradesh,47.08,1642.2,3,1.67,0.309,51.9,81.7,158.7,71.0,111.7,0.02,0.004,73.6,50.1,58.4,1
Mizoram,31.38,2044.8,1,7.25,0.555,63.3,131.2,364.7,99.0,161.4,0.225,0.001,43.0,83.6,69.4,1
Meghalaya,36.79,1615.6,2,8.34,0.651,66.2,36.1,63.1,54.6,74.0,0.039,0.002,63.4,27.8,40.3,0
Manipur,13.54,597.6,2,0.97,0.72,67.0,75.3,191.6,80.4,112.5,0.581,0.007,55.6,55.6,55.6,1
Arunachal Pradesh,42.43,3690.5,3,0.6,0.598,65.4,35.4,69.0,56.7,71.0,0.084,0.002,66.6,27.2,41.0,0
Mizoram,17.41,1103.0,1,4.53,0.762,80.8,1.5,4.1,22.5,37.3,0.158,0.012,35.4,10.0,18.9,0
Mizoram,29.05,1064.5,2,7.35,0.504,76.9,213.1,488.5,99.0,156.1,1.108,0.006,64.7,94.2,83.9,1
Sikkim,48.81,3549.3,2,14.92,0.695,81.3,76.6,203.1,82.1,117.4,0.225,0.015,69.8,59.3,63.0,0
Arunachal Pradesh,38.27,1672.5,2,0.1,0.662,46.0,63.0,144.2,59.6,90.6,0.051,0.021,74.9,42.8,54.0,0
Mizoram,25.74,1299.0,1,2.4,0.685,6.3,26.2,69.4,50.9,81.8,0.089,0.063,29.6,31.3,30.7,0
Nagaland,40.22,1366.5,3,5.96,0.772,64.0,215.9,575.6,99.0,129.7,0.319,0.062,64.5,94.9,84.3,1
Sikkim,55.99,2658.4,2,7.94,0.323,21.0,30.3,55.1,23.9,38.4,0.042,0.025,78.9,14.9,37.3,0
Mizoram,30.28,2134.6,1,0.29,0.839,86.0,57.4,147.8,68.0,107.3,0.039,0.022,46.9,48.8,48.1,0
Sikkim,25.09,3796.2,2,5.14,0.805,72.2,4.8,12.3,27.0,42.9,0.014,0.013,63.9,11.1,29.5,0
Mizoram,32.32,1553.0,3,1.53,0.551,76.6,11.1,26.5,23.3,32.5,0.005,0.023,65.4,11.1,30.1,0
Arunachal Pradesh,44.37,3607.9,1,0.35,0.378,28.6,163.8,284.6,99.0,127.8,0.55,0.039,58.7,86.3,76.6,1
Manipur,18.84,971.8,2,3.02,0.595,63.3,39.2,60.8,47.7,68.4,0.078,0.057,59.3,27.2,38.4,0
Sikkim,21.18,3314.8,3,0.77,0.773,52.8,73.7,166.9,62.9,79.1,0.056,0.031,52.4,44.6,47.3,0
Sikkim,43.43,2297.5,1,6.01,0.602,26.8,12.4,28.7,10.0,13.0,0.008,0.032,45.7,10.1,22.6,0
Arunachal Pradesh,31.98,1557.7,1,6.08,0.795,81.2,67.0,184.8,86.0,131.8,0.369,0.005,39.5,49.4,46.0,0
Arunachal Pradesh,34.3,3985.1,2,8.31,0.547,55.0,99.3,194.4,76.6,134.4,0.01,0.042,68.4,59.2,62.4,1
Meghalaya,21.65,2030.9,3,2.13,0.494,19.1,76.8,185.2,91.8,122.4,0.854,0.028,51.5,63.8,59.5,1
Sikkim,18.52,2998.5,1,0.1,0.681,30.5,151.9,399.5,99.0,150.7,1.199,0.008,41.0,87.9,71.5,1
Nagaland,24.24,1140.8,3,1.35,0.49,22.7,74.7,188.2,85.8,111.1,0.897,0.003,57.7,57.9,57.8,1
Arunachal Pradesh,33.6,2775.6,2,2.84,0.572,31.2,94.5,185.8,85.9,130.7,0.258,0.005,63.0,62.1,62.4,1
Sikkim,33.42,2827.4,2,5.33,0.525,18.8,36.4,63.2,38.7,64.0,0.007,0.003,59.9,25.8,37.8,0
Sikkim,50.82,2116.7,2,2.17,0.485,37.1,74.8,108.0,49.7,83.9,0.069,0.01,82.4,38.4,53.8,0
Arunachal Pradesh,29.5,2642.1,3,3.46,0.6,69.4,24.6,60.5,30.0,48.6,0.045,0.097,57.3,25.3,36.5,0
Arunachal Pradesh,46.26,2380.4,1,3.34,0.573,95.9,33.3,64.5,46.8,61.8,0.07,0.004,60.9,26.4,38.5,0
Sikkim,39.22,1860.6,2,0.81,0.71,21.1,2.4,5.1,44.3,65.1,0.011,0.014,71.9,16.5,35.8,0
Meghalaya,43.75,953.8,2,4.39,0.643,30.0,189.5,525.8,99.0,167.3,0.353,0.001,70.6,90.8,83.7,1
Sikkim,37.38,2646.6,1,2.6,0.485,0.2,6.8,9.6,28.1,46.2,0.032,0.042,46.7,14.0,25.4,0
Meghalaya,18.74,1983.2,1,7.42,0.461,22.5,14.5,26.0,19.2,32.2,0.003,0.037,27.6,11.0,16.8,0
Mizoram,30.88,1643.0,1,5.28,0.756,41.8,17.2,47.7,43.2,54.3,0.06,0.0,42.1,20.9,28.3,0
Arunachal Pradesh,18.89,2842.6,2,0.53,0.466,46.2,153.6,320.0,99.0,162.0,0.181,0.007,64.2,83.5,76.8,1
Meghalaya,24.12,856.6,1,3.02,0.785,26.6,217.0,588.6,99.0,145.1,0.092,0.014,34.8,88.5,69.7,0
Assam,19.13,229.2,3,5.46,0.59,15.0,157.8,409.1,99.0,140.0,0.417,0.011,44.6,87.4,72.4,1
Meghalaya,31.15,1725.4,3,0.41,0.6,56.3,90.2,216.1,86.1,111.7,0.445,0.021,64.9,62.1,63.1,1
Mizoram,38.54,1852.6,1,7.08,0.61,40.9,19.1,45.9,27.6,37.0,0.009,0.008,47.6,16.4,27.4,0
Sikkim,41.68,2714.2,2,1.13,0.629,42.6,97.7,137.4,81.7,127.5,0.104,0.002,73.7,54.0,60.9,1
Nagaland,42.89,1517.8,1,3.15,0.808,89.5,9.1,16.5,45.7,74.1,0.045,0.031,59.9,19.9,33.9,0
Nagaland,38.53,1465.9,1,12.7,0.692,56.1,66.5,134.2,69.6,106.2,0.048,0.028,33.2,45.2,41.0,0
Meghalaya,37.56,1701.5,2,3.81,0.671,38.8,115.3,245.2,99.0,176.1,0.437,0.01,72.5,70.3,71.1,1
Tripura,32.04,651.6,2,2.48,0.275,25.4,100.4,203.0,77.3,101.4,0.02,0.002,68.5,58.6,62.1,0
Arunachal Pradesh,45.47,2903.3,3,0.1,0.547,42.9,81.1,163.1,74.7,115.5,0.005,0.007,70.4,52.4,58.7,1
Arunachal Pradesh,49.46,3340.9,2,0.64,0.425,86.2,12.2,31.7,23.4,38.5,0.021,0.033,87.1,15.1,40.3,0
Nagaland,20.99,802.0,2,3.89,0.59,96.5,53.2,146.7,68.2,91.7,0.022,0.018,66.5,42.9,51.2,1
Nagaland,29.85,1583.9,1,3.06,0.601,37.7,26.3,67.9,60.8,74.6,0.026,0.006,40.1,31.4,34.5,0
Arunachal Pradesh,41.31,2476.0,1,2.04,0.46,20.9,10.9,25.8,23.4,31.4,0.005,0.001,48.1,10.4,23.6,0
Sikkim,38.64,2564.2,3,11.55,0.781,91.5,40.1,97.6,51.4,61.9,0.078,0.04,56.6,30.7,39.8,1
Arunachal Pradesh,31.7,3144.0,1,1.82,0.772,14.4,81.7,198.8,76.4,112.7,0.031,0.006,43.7,54.8,50.9,0
Sikkim,44.87,3357.0,3,3.47,0.431,29.7,192.8,485.7,99.0,121.4,0.5,0.011,64.4,92.7,82.8,1
Nagaland,39.4,1421.3,1,3.78,0.613,20.4,2.7,4.0,22.5,37.1,0.008,0.01,43.9,7.1,19.9,0
Meghalaya,31.43,1198.9,2,3.37,0.662,56.6,24.4,36.7,28.3,49.2,0.171,0.018,68.1,14.0,32.9,0
Sikkim,35.8,4125.1,3,2.92,0.426,40.9,161.7,248.5,99.0,137.9,2.277,0.011,59.3,85.6,76.4,1
Sikkim,33.78,3008.0,1,1.85,0.817,28.7,18.6,49.7,28.5,44.2,0.009,0.038,41.6,17.4,25.8,0
Arunachal Pradesh,45.25,2723.5,2,10.77,0.358,76.8,17.2,39.1,28.9,48.9,0.1,0.008,74.0,13.3,34.5,0
Sikkim,35.64,2351.1,3,2.7,0.63,66.4,66.5,135.5,63.8,86.6,0.116,0.025,62.9,43.2,50.1,0
Mizoram,32.31,1905.2,1,3.38,0.641,99.6,131.3,325.5,99.0,160.8,0.349,0.002,50.3,85.4,73.1,1
Tripura,27.34,261.4,2,4.81,0.467,31.2,58.7,100.3,70.2,121.9,0.079,0.004,67.6,43.9,52.2,1
